The recall of all OBSF stock in early April and retention on balance sheet ( reduced where economically viable ) until positions are fully reconciled and repeatable daily signoff process can be instigated .	instigated	32	Past
We also know how Dan Rather libeled George Bush and impugned his service in the Texas Air National Guard on a " 60 Minutes II " report based largely on forged documents .	forged	30	Past
Until Europe wakes up , this unity will not be achieved .	wakes	2	Pres
Wikinews observed the USI exhibit identifies and features Polaroids of fashion designer Halston , a former resident of Evansville .	identifies	5	Pres
Then 1 lap at a walk around the arena with both my legs pulled out as far as I can , so they are not touching the saddle .	touching	25	Pres
He lathered his face , took out a clean blade , and started scraping off his beard .	lathered	1	Past
According to the Arts and Humanities Citation Index Professor Chomsky is the eighth most cited scholar of all time .	cited	14	Past
When you distribute a Web page that uses components , users who do not have the components installed will be prompted to install the components , provided the Web page designer configures the components to do so .	uses	7	Pres
Think internally , intuitively , not by words , of the meaning , as you 're repeating it .	repeating	16	Pres
EVERYTHING IN HERE SEEMS TO AMAZE ME !!!	SEEMS	3	Pres
In which case , the only cost to Enron is the internal cost incurred to understand better the risks of getting fingered .	incurred	13	Past
It is a bustling place where separate parties are seated at the same table ( as in many European cafes ) , but if you are OK with that , the food is very good .	seated	9	Past
We know that there are boats plying between Morocco and Spain and Gibraltar , and that the different authorities concerned are cooperating fully .	cooperating	21	Pres
The European Commission maintains that everything depends on supply .	depends	6	Pres
Once , Quinn observed , he even stooped down for a dried dog turd , sniffed it carefully , and kept it .	stooped	7	Past
In the New Territories West geographical constituency , nonpartisan pan-democrat Eddie Chu was elected with 84,121 votes , the most given to any list in the geographical constituencies .	elected	13	Past
Kori told me she saw you last night at Steak Night and introduced herself since I failed to do so the last time we went .	introduced	12	Past
India keeps what it has while Pakistan and China ( which was gifted a slice of the territory three decades ago ) do likewise .	gifted	12	Past
I am referring to the Rio Coco project .	referring	2	Pres
When s/he responds , add your own comments or ask follow-up questions and proceed from there !	responds	2	Pres
wikiHow achieved this popularity for a few reasons .	achieved	1	Past
Just as he opened his mouth to speak , he was interrupted by a clattering of keys at the front door , the sound of the door opening and then slamming shut , and a burst of voices .	interrupted	11	Past
Balzac had better luck publishing the memoirs of Laure Junot , Duchess of Abrantès - with whom he also had an affair .	publishing	4	Pres
His press release following the hearing renewed the call for " refunds . "	renewed	6	Past
the food was horrible not cooked like it should be , they got the order wrong on a number of occasions , and once forgot about my order .	cooked	5	Past
More than anything else at Hogwarts , more even than playing Quidditch , Harry missed his best friends , Ron Weasley and Hermione Granger .	playing	10	Pres
No term or provision of this License shall be deemed waived and no breach consented to unless such waiver or consent shall be in writing and signed by the party to be charged with such waiver or consent .	deemed	9	Past
“ There have no business being there unless they are undermining Pakistan , ’’ says a Pakistani official .	undermining	10	Pres
I flung out of his hut ( he lived all alone in a clay hut with a sort of veranda ) muttering to myself my opinion of him .	flung	1	Past
I expect to send them out to you sometime tomorrow .	expect	1	Pres
Clutching his broken glasses to his face he stared around .	Clutching	0	Pres
sort a wonder what it would have been like ?	wonder	2	Pres
Please approve Susan 's attached expense report and forward to accounting with a cc : to me .	attached	4	Past
The apartment loomed up around him as a kind of blur .	loomed	2	Past
THE MANAGER CAME OVER AND SAID HE WAS SORRY AND GAVE A NEW BATCH OF WINGS , HE SAID WE CA NT REALLY DO ANYTHING BECAUSE THE DOORS ARE ALWAYS OPENING AND CLOSING .	OPENING	30	Pres
But he just melded with everybody .	melded	3	Past
This visa , which is really little more than a piece of paper on which you list your vital statistics , costs between 15 - 25 CUC ( or € 15 - 25 ) , depending on where purchased .	list	16	Pres
This frightened me so that I did n’t dare turn .	frightened	1	Past
At age ten Balzac was sent to the Oratorian grammar school in Vendôme , where he studied for seven years .	studied	16	Past
My hope is that over time , internet users will demand this of any site where they invest their time in a way that creates value for others .	creates	24	Pres
A large group of my friends and I rent almost the whole motel every year for a weekend , and the experience and stay have always been five - star .	rent	8	Pres
Uncle Vernon , Aunt Petunia , and Dudley were all hanging , dumbstruck , out of Harry 's window .	hanging	10	Pres
So-o-o ! he exclaimed .	exclaimed	3	Past
Is the old Devil attempting to disguise as good in front of people .	attempting	4	Pres
Once they fixed it they answetred all of my questions with no hesitations and then gave me the best quote ever .	answetred	5	Past
Yes , GCP provides the links to establish the correlation between the parent and child for our downstream systems .	provides	3	Pres
Secondly , we should not allow this to be postponed indefinitely , and we should not introduce provisions restricted to physical persons .	restricted	18	Past
67 - Percentage of Americans who approved of the way Bush was handling his job as president on 26 September 2002 .	handling	12	Pres
We have already recommended you to some of our friends !	recommended	3	Past
Do n't buy shoes to grow into , because your feet will seem flexed when you pointe and will look flat .	pointe	16	Pres
This overall favourable situation is the result of a long preparation at both legislative and institutional level and demonstrates the high level of cooperation achieved in EU and at international level .	achieved	24	Past
She is also peeing around the box and somehow it gets underneath .	peeing	3	Pres
" That is certainly the assumption on which the London market has been built and the line that successive governments have peddled .	peddled	21	Past
As recently as last week the official line stated they had no knowledge he had entered the country .	stated	8	Past
Some parts of this same outer circle actually operate as a result of fear from , or blackmail by , the inner circles .	operate	8	Pres
I 'm forwarding a revised development agreement term sheet , showing revisions from your original version .	forwarding	2	Pres
The Pakistan ISI and CIA rarely grant press interviews in connection with an ongoing manhunt .	grant	6	Pres
I can not tell you how often I am complimented on my hair ( style AND color ) !	complimented	9	Past
RAPHAEL dies : April 6 , 1520 Good Friday	dies	1	Pres
is the root element which encompasses the entire document .	encompasses	5	Pres
The precise reasons vary from country to country – but many of them stem from entrenched cultural norms that prevent women from reaching their full potential .	stem	13	Pres
The range of activities can be illustrated by describing the water activities .	illustrated	6	Past
Dizzy and bruised , covered in soot , he got gingerly to his feet , holding his broken glasses up to his eyes .	bruised	2	Past
Remember : throughout the book Don Quixote is preoccupied by the question of posterity .	preoccupied	8	Past
In Brazil , a television program on the role that folic - acid supplementation could play in the prevention of spina bifida ( a congenital neural tube defect ) immediately grabbed politicians ' attention .	grabbed	30	Past
i have a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten .	neutered	10	Past
Prices for electricity jumped from an average of $ 249 a megawatt to $ 700 a megawatt within three days , ISO records show .	jumped	3	Past
Saudi officials had already provided safeguards by installing an oval wall with padded edges to protect pilgrams from a crush , installed security cameras and placed over 60,000 security personnel in the area .	padded	12	Past
While L'Enfant was in New York City , he was initiated into Freemasonry .	initiated	10	Past
The current system tends to reinforce gender roles , encouraging children to follow culturally framed paths , instead of nurturing their individual interests and potential .	framed	14	Past
As of 15:11 GMT the site was accessible again , but only loads at relatively slow speeds , and by the end of the day Saturday the site was not loading at all .	loading	30	Pres
The blog aims to help address " a gap between scientists and ' the general public ' . "	aims	2	Pres
USI 's art gallery , like 189 other educational galleries and museums around the country , is a recipient of a major Warhol donor program , and this program is cultivating new interest in Warhol 's photographic legacy .	cultivating	30	Pres
However , we waited and waited and in the mean time , saw 4 groups of people simply just paraded in without signing there names .	waited	3	Past
This procedure guarantees that all countries applying for membership are treated equally .	applying	6	Pres
Balzac spoke often of a " nervous and fluid force " between individuals , and Raphaël Valentin 's decline in La Peau De Chagrin exemplifies the danger of withdrawing from the company of other people .	exemplifies	24	Pres
Amused , my wife asks why I ordered the kosher lunch .	Amused	0	Past
Meanwhile , every pocket that can be lined is golden and the poor are shunted off radar yet again .	shunted	14	Past
EPM , Anyone Dealt with it ?	Dealt	3	Past
Wherever he is , authorities need to focus on the traceable connection between him and those he or Atef recruited .	recruited	19	Past
It is the officer 's meeting for Enterprise , and spouses are invited .	invited	12	Past
I recommend La Hacienda	recommend	1	Pres
Pictures in a form or report are converted to bitmaps and placed in a folder named " Images " .	placed	11	Past
Select your audience by location , age and interests .	Select	0	Pres
to be a mover and shaker , a shaper of destiny or perhaps , surrendering to fantasies of omnipotence , to be the nation-making American plenipotentiary , at work behind the scenes and playing confidently even with Bolshevik fire .	surrendering	14	Pres
If a schema is specified while exporting from Access , then the XML documents created are considered to be valid XML documents .	exporting	6	Pres
( 29 ) It is in the interest of the functioning of the internal market to have standards which have been harmonised at Community level .	harmonised	21	Past
all of the pho places taste the same to me , so what seperates one from the other is the service and the price .	seperates	13	Pres
( " At first I hid a lot .	hid	5	Past
In 1987 , economist Robert Solow – awarded the Nobel Prize for his pioneering work on growth – lamented that " You can see the computer age everywhere but in the productivity statistics .	pioneering	13	Pres
i emailed you saaaaaam .	emailed	1	Past
Beats having one " cleaning lady " who took twice as long and did not do a very through job like the " maids " did !	Beats	0	Pres
When Johnson deployed troops in 1964 he was advised by the military it would take a half - million troops about ten years to pacify South Vietnam .	deployed	2	Past
I like that something will be a bit of secret , or even unreliable narrator : someone tells something and first you trust him but then you read more and you become thrilled by everything .	thrilled	32	Past
Mrs Weasley was clattering around , cooking breakfast a little haphazardly , throwing dirty looks at her sons as she threw sausages into the frying pan .	throwing	12	Pres
He stood at the sink , drinking cold water and looking at the avocado pear pip growing suspended by three matchsticks in the neck of a pickle jar of water on the sill .	drinking	6	Pres
The cool breezes from the Gulf of Mexico drift into Mérida in the evenings and this is when many of the residents spend their time outdoors .	drift	8	Pres
When he swivels his head to go for it anyway , tell him sharp " UH UH " gently correct him with a small tug and continue your walk .	swivels	2	Pres
If you paste this in your browser , it will take you directly to our GW website .	paste	2	Pres
In this period , when resources flowed to this " innovative " sector , GDP growth was markedly lower than it was before .	lower	18	Pres
Errors of legality and regularity are increasing too .	increasing	6	Pres
43 - Percentage of the entire world 's military spending that the US spends on defence .	spends	13	Pres
maintaining a population in rural areas , given the changes taking place in all types of economic activity owing to agriculture 's increasing lack of importance amongst the various sources of income for rural society .	owing	18	Pres
The cashier was also short , unapologetic and made me feel as I was wasting her time .	wasting	14	Pres
You have heard , of course , that the Ministry is conducting more raids , said Mr Malfoy , taking a roll of parchment from his inside pocket and unravelling it for Mr Borgin to read .	conducting	11	Pres
A Sussex crossed with Silkie would make a crossbred * mutt * chicken .	crossbred	8	Past
Once Shakespeare mastered traditional blank verse , he began to interrupt and vary its flow .	mastered	2	Past
When you have a looming project that 's bogging you down and making you unproductive in other areas , tackle it first .	bogging	8	Pres
So they rescinded their pledge not to use nuclear weapons on first strike , NATO had never rescinded it , but they had and started some remilitarization .	rescinded	2	Past
In the Kowloon East geographical constituency , pro-Beijing district councillor Wilson Or was elected with 51,516 votes , the highest in this constituency .	elected	13	Past
Another 18 th - century story has Shakespeare starting his theatrical career minding the horses of theatre patrons in London .	minding	12	Pres
The woman who had dozed beside him all night communicating the intimate rhythm of her breathing but never exchanging a word , suddenly began to talk like a bird who has the cover taken off its cage .	exchanging	18	Pres
Something intelligible , something metaphysical is communicated by these colors .	communicated	6	Past
( See attached file : Sanders Letter 4_28_00.doc )	attached	2	Past
In a highly significant move Afghan Pashtun tribes along the Pakistan border warned the Taliban in Quetta and Chaman that if they try and disrupt the elections , they would be resisted .	warned	12	Past
We looked at the venerable stream not in the vivid flush of a short day that comes and departs for ever , but in the august light of abiding memories .	departs	18	Pres
About exporting or copying a PivotTable view to Excel or other applications	exporting	1	Pres
It is occasionally denounced by some Israelis as corrupt , " Levantine , " theocratic .	denounced	3	Past
The heat was heightened by drink and animation and the glass filled by the long , narrow black hand of his neighbour was marked by the fingerprints of the white woman who had relinquished it .	heightened	3	Past
Their service sucks to start off with , people are cruel and ignorant .	sucks	2	Pres
It stands for COwpland REsearch Laboratory .	stands	1	Pres
By 1800 , he was firmly enshrined as the national poet .	enshrined	6	Past
In one of the worst accidents to have occurred recently , the goods being transported were not dangerous in themselves .	transported	14	Past
Mr President , the priority given to financial and monetary criteria reinforces the increase in inequalities of every shape and form .	reinforces	11	Pres
When she was diagnosed with the flesh eating disease the doctor gave her 13 years to live .	diagnosed	3	Past
When you copy an interior vertical line , the new line is halfway between the line you copied and the line to the right of the line you copied .	copied	28	Past
Ahmed Mohamed , a 14-year-old boy from Irving , Texas , was arrested at his school by police after he brought a digital clock he had made to school .	brought	20	Past
The Mets matched that run in their half of the inning on a double by Wilson and a single by Youngblood .	matched	2	Past
My page jumped out of bed as if crazed , looking more dead than alive , and you can imagine how I felt when he cried , “ They 're already being presented to the king ! "	jumped	2	Past
A bold step taken shall not be regretted , I assure you .	regretted	7	Past
It remains unclear if these figures represent real individuals , or if the authorial " I " who addresses them represents Shakespeare himself , though Wordsworth believed that with the sonnets " Shakespeare unlocked his heart " .	unlocked	33	Past
Huskers rule , Sooners drool .	drool	4	Pres
It takes only one bite from a disease - carrying mosquito to transmit a debilitating or deadly infection – and mosquitoes breed and multiply with astonishing speed .	takes	1	Pres
You could see from afar the white of their eyeballs glistening .	glistening	10	Pres
You anticipate upsizing your application in the future to an Access project and want to create queries that will run with minimal changes in a Microsoft SQL Server database .	upsizing	2	Pres
Alto delivers on all levels .	delivers	1	Pres
0 - Number of new drugs or vaccines against " priority pathogens " listed by the Centres for Disease Control that have been developed and introduced since 11 September 2001 .	introduced	25	Past
I 'm mostly joking when I talk about suicide and really I 'm not that stupid I just get in stupid situations D:	joking	3	Pres
The rain had stopped now , and although the sky was still gray , far to the west Quinn could see a tiny shift of light seeping through the clouds .	seeping	26	Pres
We intend to see as many people as possible regarding EOL implementation .	intend	1	Pres
The influence of Paris permeates La Comédie .	permeates	4	Pres
The Minutes of the part-session of Thursday 29 May 1997 have been distributed .	distributed	12	Past
a donkey cropping among broken china on a refuse mound ;	cropping	2	Pres
Of course , federalism sounds like a good thing .	sounds	4	Pres
As a young man , he had published several books of poetry , had written plays , critical essays , and had worked on a number of long translations .	worked	22	Past
This cost is averaging $ 79,000 per month if we continue to run the compressor as we have in August and September .	averaging	3	Pres
When it serves their business needs , all of them collaborate beautifully .	collaborate	10	Pres
Broke out the activities of 1179 .	Broke	0	Past
In Othello , the villain Iago stokes Othello 's sexual jealousy to the point where he murders the innocent wife who loves him .	stokes	6	Pres
The first night I dreamed of seeing a stray dog and not stopping to pick it up although it was wandering in an empty parking lot near a busy road .	wandering	20	Pres
" Calculation of Floating Amount : The Floating Amount payable by [ ENA ] on a Payment Date will be calculated for that Payment Date as follows :	calculated	20	Past
Exporting tables , queries , views , datasheets , forms or reports	Exporting	0	Pres
In November 2003 , a report by a UN Panel of experts concluded that Al Qaeda is determined to use chemical and biological weapons and is restrained only by technical difficulties .	restrained	26	Past
It is not as precise as a pelham bit because it only uses one rein , though the modern ones have two or three slots on which to put the reins .	uses	12	Pres
The present research represents a first step in exploring the impact of transmedia systems , as exemplified by Game of Thrones , through the study of fans .	represents	3	Pres
I could handle my mice , but they where skittish and preferred their cage .	preferred	11	Past
Her grant for the life saving treatments she needs has run out , and we need to help her to continue to receive these treatments .	run	10	Past
I really enjoyed the staff at Wessex , also the manager Sherri was always very nice and helpful .	enjoyed	2	Past
John sails infrequently now .	sails	1	Pres
Both bathrooms look like they were flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up .	thrashed	12	Past
Hoped I helped ! ^_^	Hoped	0	Pres
Quite apart from the potential bailout costs , some argue that financial hypertrophy harms the real economy by syphoning off talent and resources that could better be deployed elsewhere .	deployed	27	Past
This means that in addition to being well-formed , the documents conform to a defined schema .	conform	11	Pres
But the rate of productivity growth in construction is low , and the value of many credit - fueled projects subsequently turns out to be low or negative .	fueled	18	Past
He traveled under an alias and was accompanied by a former US Army sergeant named Ali Mohammed .	traveled	1	Past
1530 LOPEZ , Ruy b. in Zafra , Spain .	b.	4	Past
" We were screaming , hollering , flashing lights .	hollering	5	Pres
Hens raise in battery cages stay " hypnotized " longer , possibly because of greater fear .	hypnotized	7	Past
International law does not know how to handle someone who sends children to throw stones , stands behind them and shoots with immunity and can not be arrested because he is sheltered by a Government .	shoots	20	Pres
Andrzej Wajda 's movie , Promised Land based on a novel by the Nobel laureate Władysław Reymont , depicts those times and is a worthwhile introduction to the city 's bustling history .	depicts	18	Pres
Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and cognition , for the improvement of cognitive functions .	involve	2	Pres
I attended it for 2 years , and that was enough .	attended	1	Past
They had gagged me , and Murillo twisted my arm round until I gave him the address .	gagged	2	Past
I popped in after my afternoon pumpkin spice latte break at Starbucks .	popped	1	Past
As the year progresses , the more impressive your ideas and works become .	progresses	3	Pres
I have my paralegal gathering the pleadings Enron requested .	requested	8	Past
The canopy must be steered away from power lines and similar obstructions ;	steered	4	Past
This is all in accordance with the principles that we have always upheld .	upheld	12	Past
Back to my poor rating - I was excepted to medical school and went in to cancel my membership as I was told I could do since I was moving away .	moving	29	Pres
That is why the EU was hopelessly outmaneuvered by Russia in the negotiations with Ukraine over an Association Agreement .	outmaneuvered	7	Past
Flipped the square over and saw it riddled with green mold !!!!	Flipped	0	Past
The Halls had one child , Elizabeth , who married twice but died without children in 1670 , ending Shakespeare 's direct line .	married	9	Past
My skylight was making a horrible noise when the wind blew .	blew	10	Past
